,Job Title,Skills
71,Cyber Threat Intelligence Analyst,"Cyber Threat Intelligence,Perl (Programming Language),Digital Transformation,Smart Systems,GIAC Cyber Threat Intelligence,GIAC Certifications,Application Development,Data Science,Intelligence Gathering,Incident Response,Cyber Security,Communications,Python (Programming Language),Time Management,GIAC Certified Incident Handler,Malware Analysis,Learning Development,Triage,Certified Information Systems Security Professional,Scripting,GIAC Reverse Engineering Malware,Artificial Intelligence,Computer Science,Information And Communications Technology,Vulnerability,Innovation,Agile Methodology,Research"
72,Senior Cyber Threat Intelligence Analyst,"GIAC Certifications,Cyber Threat Intelligence,Digital Forensics,Planning,Security Clearance,Cyber Security,TCP/IP,Capability Development,Python (Programming Language),Economic Growth,Cyber Threat Hunting,Malware Analysis,Offensive Security Certified Professional,Data Loss Prevention,Java (Programming Language),Net Zero,Writing,Triage,Research And Development,Geopolitics,Windows PowerShell,Cyber Incident Response,Vulnerability,Operations,Management,Innovation,Retirement Planning,Mental Health,Go (Programming Language),Agile Methodology"
73,Cyber Security Specialist,"Firewall,GIAC Certifications,Log Analysis,Cyber Threat Intelligence,Information Assurance,Endpoint Security,Development Environment,Incident Response,Security Awareness,Cyber Security,Network Analysis,SQL*Plus,GIAC Certified Enterprise Defender (GCED),GIAC Certified Incident Handler,Problem Solving,Functional Skills Qualification,Domain Controllers,Security Information And Event Management (SIEM),Technology Solutions,Certified Information Systems Security Professional,Threat Detection,GIAC Certified Intrusion Analyst,Workplace Diversity,Security Investigations,Regular Expressions,Information Technology,Vulnerability,Investigation,Communications,Aviation,Auditing"
74,Regional IT Security Analyst/ Specialist - Threat Intelligence,"Business Objectives,Cyber Threat Intelligence,Certified Information System Auditor (CISA),Software Quality (SQA/SQC),Anomaly Detection,DevSecOps,Security Engineering,Operational Efficiency,Talent Acquisition,Service-Level Agreement,Cyber Security,Phishing,Standard Operating Procedure,Security Management,Network Monitoring,Certified In Risk And Information Systems Control,Vulnerability Assessments,Penetration Testing,Data Capture,Data Loss Prevention,Operational Risk,Writing,Security Information And Event Management (SIEM),Certified Information Systems Security Professional,Information Technology Infrastructure Library,Firewall,Statement On Standards For Attestation Engagements (SSAE),Identity And Access Management,Incident Management,Code Review,Security Investigations,Risk Management,Certified Information Security Manager,Information Systems,Agile Methodology,Management,Innovation,Automation"
75,Network Security Engineer,"Firewall,Cisco Certified Network Associate,Virtual Private Networks (VPN),Incident Response,Interpersonal Communications,Communications,Network Routing,Fortinet,Cisco Adaptive Security Appliance (ASA),Cisco PIX,Network Security,Problem Solving,Juniper Network Technologies,Security Requirements Analysis,Security Systems,Network Operating System (NOS),Scripting,Backup Devices,Palo Alto Firewalls,Security Policies,Vulnerability,Troubleshooting (Problem Solving),Operations,Auditing"
76,Infrastructure Solution Specialist (Network Security),"Firewall,Ruby (Programming Language),Python (Programming Language),High Availability Design,Network Automation,Content Delivery Networks,Technical Leadership,Fortinet,Application Firewall,Network Security,Ansible,Project Management,Cloudflare,Digital Security,Technology Solutions,Project Scoping,Certified Information Systems Security Professional,Scripting,Project Implementation,Network Security Design,Architectural Design,Cisco Certified Internetwork Expert,Operations,Management,Request For Proposal,Certified Information Security Manager,Research,Procurement"
77,Information Technology - Cyber Security Engineer (Threat Management and Incident Response) (Scoot),"Cyber Threat Intelligence,Certified Information System Auditor (CISA),Computer Networks,Cyber Operations,Incident Response,Interpersonal Communications,Digital Assets,Splunk,Hardening,The Open Group Architecture Framework (TOGAF),Problem Solving,Root Cause Analysis,Security Information And Event Management (SIEM),Cyber Security,Technical Standard,Certified Information Systems Security Professional,GIAC Certified Intrusion Analyst,GIAC Certifications,Computer Engineering,Computer Science,Certified Information Security Manager,Information Systems,Information Security Management Systems"
78,Senior Cyber Security Analyst,"Cyber Security,Linux,Splunk,Troubleshooting (Problem Solving)"
79,Assistant Manager - Cyber Security Defensive Operation Analyst,"Cyber Threat Intelligence,Emotional Intelligence,Digital Forensics,Incident Response,Cyber Security,Cyber Risk,Splunk,Cyber Threat Hunting,GIAC Certifications,GIAC Certified Incident Handler,Network Security,Administrative Support,Writing,Virtual Teams,Certified Information Systems Security Professional,Cyber Kill Chain Framework,Project Coordination,Technical Analysis,Incident Management,Remedial Action,Computer Science,Microsoft PowerPoint,Operations,Microsoft Office,Coordinating,Open Source Intelligence,Microsoft Excel"
80,Information Technology - Cyber Security Specialist (Architecture and Engineering),"Firewall,Enthusiasm,Cryptography,Vulnerability Management,Network Planning And Design,Cyber Security,Certified Ethical Hacker,Enterprise Security,Positivity,Network Security,Security Systems,Certified Secure Software Lifecycle Professional,Security Information And Event Management (SIEM),Application Security,Certified Information Systems Security Professional,Presentations,Writing,Endpoint Detection And Response,Vulnerability,Communications"
81,Infrastructure Security Lead,"Infrastructure Security,Planning,Open Mindset,Application Development,Cyber Security,Active Listening,Influencing Skills,Service Management,Network Security,Business Continuity,Payment Card Industry (PCI) Data Security Standards,Security Technology,Business Requirements,Project Management,Compliance Risk,Certified Information Systems Security Professional,Project Implementation,Information Technology Infrastructure Library,Risk Analysis,Payment Service Provider,Strategic Thinking,Open Web Application Security Project (OWASP),Disaster Recovery,Security Implementation,Persistence,Governance,Operations,Tenacity,Communications,Problem Solving,Mitigation,Certified Information Security Manager,Customer Relationship Management,Auditing,Workflow Management"
82,System Analyst – Trade,"Java XML,System Software,Vulnerability Management,Windows Servers,Agile Methodology,Performance Management,IBM Websphere Application Server,Unix,Multitasking,Systems Development Life Cycle,Technical Design,Finance,Change Requests,Oracle Databases,Development Testing,Communications,Python (Programming Language),Resilience,Bitbucket,Systems Analysis,Product Knowledge,JIRA,Ansible,Presentations,Writing,SQL (Programming Language),Technology Solutions,Jenkins,Scripting,Unix Shell,DevOps,Systems Design,System Deployment,System Implementation,Release Management,CI/CD,Computer Science,Solaris (Operating System),Information Technology,Acceptance Testing,Operations,Adaptability,Microsoft Excel"
83,System Analyst – Credit Processing,"Java XML,Business Systems,Vulnerability Management,Performance Management,Unix,Systems Development Life Cycle,Oracle Databases,Loan Processing,Communications,Resilience,Collateral Management,Change Requests,Presentations,Writing,Consumer Lending,Technology Solutions,Scripting,Unix Shell,System Implementation,System Deployment,IBM AIX,Release Management,Oracle WebLogic Server,Acceptance Testing,Agile Methodology,Management,Operations,Adaptability,Loans"
84,Cybersecurity Specialist (Quantum Communications),"Cryptography,Communications,Quantum Information,Denial-Of-Service (DoS) Attacks,Algorithms,Encryption,Analytical Thinking,Problem Solving,Critical Thinking,Strategic Planning,Cyber Security,Python (Programming Language),Technical Documentation,Presentations,Quantum Cryptography,Computer Science,Communications Security,Research"
85,SOC Analyst (Incident Response),"Proxy Servers,Written English,Operating Systems,Service Level Objectives,Personal Integrity,Incident Response,Cyber Security,Cyber Security Policies,Network Protocols,Event Management,English Language,TCP/IP,File Transfer Protocol (FTP),Internal Controls,Internet Protocol Security (IP SEC),Problem Solving,Service-Level Agreement,Security Information And Event Management (SIEM),Intrusion Detection And Prevention,Consulting,Web Servers,Mandarin Chinese,Database Security,Research,Communications,Automation,Workflow Management"
86,Cyber Security - Insider Threat Analyst,"Cyber Security,Communications,Machine Learning,Problem Solving,Continuous Monitoring,Operations,Investigation"
87,"Lead, Cyber Threat Intelligence","Cyber Threat Intelligence,Presentations,Intelligence Gathering,Cyber Risk,Interpersonal Communications,Finance,Thought Leadership,Communications,Certified In Risk And Information Systems Control,Product Knowledge,Report Writing,Certified Information Systems Security Professional,Computer Science,Information Technology,Leadership,Certified Information Security Manager,Research,Operations,Critical Design Review (CDR),Vulnerability,Auditing"
88,Cybersecurity Research Engineer,"Cryptography,Digital Transformation,Linux,Android (Operating System),Security Testing,Algorithms,Black-Box Testing,Python (Programming Language),Mathematics,Network Security,Machine Learning,Java (Programming Language),Software Engineering,Application Security,Cyber Security,Data Structures,Training And Development,Artificial Intelligence,Computer Science,Information Technology,Software Development,C (Programming Language),Systems Integration,Apple IOS,Research,Innovation,Procurement"
89,Security Engineer,"Certified Information System Auditor (CISA),Device Management,GIAC Certifications,GIAC Security Essentials Certification (GSEC),Presentations,Network Security,Certified Information Systems Security Professional,Computer Science,Contractor Management,Information Systems,Technical Writing,Procurement,Customer Service"
90,IT Security Solution Architect,"Curiosity,Certified Information System Auditor (CISA),Vulnerability Management,Endpoint Security,Cyber Security,Compassion,Network Security,Certified Internet Webmaster,Problem Solving,Security Requirements Analysis,Project Management,IT Security Documentation,Security Information And Event Management (SIEM),Cyber Security Management,Application Security,Certified Information Systems Security Professional,Firewall,Relationship Management,TikTok,Endpoint Detection And Response,Computer Science,Penetration Testing,Creativity,Communications"
